video_id,video_url,title,upload_datetime,view_count,like_count,comment_count,tags,guest_type,topic_category,format_type,View_Count_Log,Estimated_Income_INR,duration,Title_Length,Description_Length,upload_hour,upload_dow,Days_Since_Published,guest_type_Diplomat,guest_type_Military_Veteran,guest_type_Other,guest_type_Politician,topic_category_Defense_Analysis,topic_category_Foreign_Policy,topic_category_General,topic_category_Geopolitics,topic_category_Internal_Affairs,format_type_Interview,format_type_Monologue_Explainer,format_type_Panel_Discussion
5MMsufG2ihU,https://www.youtube.com/watch?v=5MMsufG2ihU,PM Modi roars at Pakistan from Adampur Airbase | S- 400 | The Chanakya Dialogues Major Gaurav Arya |,13-05-2025,1561721,73184,10000,"[""pm modi"", ""adampur airbase"", ""modi at adampur airbase"", ""narendra modi"", ""operation sindoor"", ""indian army"", ""india pakistan war"", ""modi visits adampur airbase"", ""india-pakistan tensions"", ""india strikes pakistan"", ""pakistan army"", ""pakistan kirana hills news"", ""the chanakya dialogues"", ""major gaurav arya"", ""adampur air force station"", ""pm narendra modi"", ""pakistan air force"", ""india pak truce"", ""ajit doval"", ""nsa india"", ""Shehbaz Sharif"", ""Asim Munir"", ""Pakistan Crickers"", ""India S-400"", ""India S-400 System"", ""iaf""]",Military_Veteran,Geopolitics,Interview,14.26129962,187406.52,1705,100,2405,0,1,96,0,1,0,0,0,0,0,1,0,1,0,0
0nN0TUgSBXY,https://www.youtube.com/watch?v=0nN0TUgSBXY,PM Modi counters Trump's claim on ceasefire in Op Sindoor | The Chanakya Dialogues Major Gaurav Arya,13-05-2025,1728856,71206,12000,"[""the chanakya dialogues"", ""major gaurav arya"", ""pm modi"", ""pm modi speech"", ""donald trump"", ""usa india relations"", ""trump on india pakistan ceasefire"", ""india pakistan war"", ""india pakistan tensions"", ""pahalgam attack"", ""india strikes pakistan"", ""india pakistan ceasefire"", ""pahalgam terror attack"", ""trump on india pakistan"", ""india us trade"", ""india attack pakistan"", ""america india trades"", ""pm modi response on india pakistan"", ""indian army"", ""pakistan"", ""india"", ""pok"", ""narendra modi"", ""pakistan nuclear war"", ""loc"", ""lac""]",Diplomat,Foreign_Policy,Interview,14.36297105,207462.72,655,100,1911,0,1,96,1,0,0,0,0,1,0,0,0,1,0,0
FhT7NVGb4IA,https://www.youtube.com/watch?v=FhT7NVGb4IA,India-Pakistan War: Major Gaurav Arya makes a special request to PM Modi | The Chanakya Dialogues,12-05-2025,1140550,49110,10000,"[""the chanakya dialogues"", ""major gaurav arya"", ""india pakistan war"", ""operation sindoor"", ""india pakistan ceasefire"", ""pakistan nuclear news"", ""bla pakistan conflict"", ""pahalgam"", ""pahalgam attack"", ""india attacks pakistan"", ""pakistan nuclear bluff"", ""indian army"", ""iaf"", ""indian air force"", ""china pakistan"", ""drone attacks pakistan"", ""pakistan army"", ""bla attack pakistan"", ""india pakistan tensions"", ""pakistan turkey relations"", ""pakistan turkish drone"", ""pakistan using chinese drones"", ""pak china relations"", ""tcd hindi""]",Diplomat,Geopolitics,Interview,13.94702204,136866,4013,97,2090,0,0,97,1,0,0,0,0,0,0,1,0,1,0,0
O92gKpb8ITQ,https://www.youtube.com/watch?v=O92gKpb8ITQ,Who is Pakistan's DG ISPR Lt Gen Ahmed Sharif Chaudhary father? | Major Gaurav Arya |,12-05-2025,1252452,42777,16000,"[""Pakistan"", ""Lieutenant General Ahmed Sharif Chaudhry"", ""ISPR"", ""Sultan Bashiruddin Mahmood"", ""nuclear program"", ""al-Qaeda"", ""Osama bin Laden"", ""Ayman al-Zawahiri"", ""djinns"", ""energy crisis"", ""Ummah Tameer-e-Nau"", ""Taliban"", ""weapons of mass destruction"", ""United Nations sanctions"", ""Pakistan's nuclear secrets"", ""nuclear weapons"", ""security threats"", ""Chaudhry family legacy.""]",Military_Veteran,Geopolitics,Interview,14.04061459,150294.24,775,85,2021,0,0,97,0,1,0,0,0,0,0,1,0,1,0,0
WceWxJd8530,https://www.youtube.com/watch?v=WceWxJd8530,Information Warfare: Fifth Front Against Pakistan | Major Gaurav Arya | The Chanakya Dialogues |,10-05-2025,1507129,55230,17000,"[""Information Warfare"", ""India Pakistan War"", ""Operation Sindoor"", ""India Strike Pakistan"", ""Social Media"", ""Fake News"", ""Khawaja Asif"", ""Pakistan Army""]",Military_Veteran,Geopolitics,Interview,14.22571774,180855.48,618,96,1484,0,5,99,0,1,0,0,0,0,0,1,0,1,0,0
ZEDsMa9kIMk,https://www.youtube.com/watch?v=ZEDsMa9kIMk,"India Rains Fire from the Sky, Pakistan Destroyed Overnight|Major Gaurav Arya|The Chanakya Dialogues",09-05-2025,2509933,94337,9000,"[""the chanakya dialogues"", ""major gaurav arya"", ""operations sindoor"", ""indian strikes pakistan"", ""bla attack pakistan"", ""ttp attacks pakistan"", ""indian attacks pakistan"", ""india pakistan war"", ""india pakistan conflict"", ""indian army drone strikes"", ""bsf"", ""drone strikes pakistan"", ""india army"", ""s400 missile"", ""indian drones attack pak army"", ""india missiled s400 pak"", ""indian pakistan fight"", ""indian army"", ""loc"", ""indian navy"", ""shehbaz sharif"", ""asim munir"", ""pm modi"", ""ajit doval"", ""s jaishankar"", ""rajnath singh"", ""lac"", ""iaf""]",Diplomat,Geopolitics,Interview,14.73576702,301191.96,1894,100,1781,0,4,100,1,0,0,0,0,0,0,1,0,1,0,0
O025Zdg1RQ4,https://www.youtube.com/watch?v=O025Zdg1RQ4,"Indian Army Strikes Back, Pakistan is Burning | Major Gaurav Arya | The Chanakya Dialogues",08-05-2025,2571788,122359,12000,"[""operation sindoor"", ""indian attacks pakistan"", ""india strikes pakistan"", ""indian pakistan war"", ""drone strikes pakistan"", ""indian drone attack pakistan"", ""indian army"", ""indian navy"", ""indian air force"", ""pm modi"", ""rajnath singh"", ""asim munir"", ""pakistan army"", ""shehbaz sharif"", ""india pakistan tensions"", ""pahalgam terror attack"", ""jaish-e-mohammed"", ""india pakistan news live"", ""India Pakistan Tension"", ""poonch attack"", ""pinaka"", ""bla attack pakistan"", ""balochistan attack"", ""the chanakya dialogue"", ""major gaurav arya""]",Military_Veteran,Geopolitics,Interview,14.76011232,308614.56,1835,90,2018,0,3,101,0,1,0,0,0,0,0,1,0,1,0,0
6tWsqL3jEb8,https://www.youtube.com/watch?v=6tWsqL3jEb8,Operation Sindoor: 25 Minutes That Crushed Pakistan | Major Gaurav Arya | The Chanakya Dialogues|,07-05-2025,4932833,213244,29000,"[""the chanakya dialogues"", ""major gaurav arya"", ""operation sindoor"", ""india attack pakistan"", ""operation sindoor india"", ""indian army"", ""pm modi"", ""army operation sindoor"", ""attack on pakistan"", ""india strikes pakistan"", ""indian pakistan war"", ""pahalgam"", ""mock drill india"", ""indian navy"", ""iaf"", ""india missile attack"", ""indo pak war"", ""pok"", ""india vs pakistan"", ""loc"", ""army attacks pakistan"", ""war between india and pakistan"", ""india pak war"", ""major gaurav arya on pahalgam"", ""chanakya dialogues hindi"", ""india pakistan clash""]",Military_Veteran,Geopolitics,Interview,15.41142423,591939.96,1553,97,1806,0,2,102,0,1,0,0,0,0,0,1,0,1,0,0
8xUIosmCT2U,https://www.youtube.com/watch?v=8xUIosmCT2U,Not Just a Drill: India Prepares for War | Major Gaurav Arya | The Chanakya Dialogues,06-05-2025,2383351,97765,8400,"[""war mock drill"", ""india mock drill"", ""india vs pakistan"", ""indian pakistan war"", ""indo pak war"", ""pahalgam"", ""pahalgam attack"", ""pakistan unsc"", ""pahalgam terror attack"", ""india pak tension"", ""indian pakistan conflict"", ""kashmir attack"", ""unsc meeting"", ""indian army"", ""pakistan army"", ""the chanakya dialogues"", ""major gaurav arya"", ""united nations security council"", ""india pakistan fight"", ""mock drill in india"", ""civic defence preparedness"", ""national security"", ""iran pakistan"", ""russia india relations"", ""modi putin"", ""tcd""]",Military_Veteran,General,Interview,14.68401846,286002.12,2066,85,1966,0,1,103,0,1,0,0,0,0,1,0,0,1,0,0
OWRw8cscJLM,https://www.youtube.com/watch?v=OWRw8cscJLM,India plans final assault on Pakistan | The Chanakya Dialogues Major Gaurav Arya |,05-05-2025,2034156,85796,10000,"[""IndiaPakistanTensions"", ""MajorGauravArya"", ""TheChanakyaDialogues"", ""PakistanCrisis"", ""MilitaryRetaliation"", ""KishangangaDam"", ""IndianNavy"", ""IndianAirForce"", ""PakistanLockedDown"", ""WaterWar"", ""PakistanBeggingForHelp"", ""PakistanIsolation"", ""IndiaDiplomacy"", ""PakistanExposed"", ""IndoPakConflict"", ""WaterCutoff"", ""IndianDefenses"", ""IndiaRetaliates"", ""GeopoliticalTensions""]",Military_Veteran,Geopolitics,Interview,14.52559204,244098.72,1726,82,1864,0,0,104,0,1,0,0,0,0,0,1,0,1,0,0
zt3UImloyvg,https://www.youtube.com/watch?v=zt3UImloyvg,Economic War Begins: India Targets Pakistan’s Economy | Major Gaurav Arya | The Chanakya Dialogues,04-05-2025,1937313,79659,9600,"[""indian pakistan war"", ""indian pakistan tensions"", ""pahalgam terror attack"", ""pahalgam attack"", ""kashmir attack"", ""us jd vance"", ""pakistan army"", ""pm modi"", ""jammu and kashmir"", ""indian ban on pakistani ships"", ""indian army vs pak army"", ""iaf"", ""indian navy"", ""the chanakya dialogues"", ""major gaurav arya"", ""jd vance on pahalgam"", ""us on india pakistan war"", ""india bans port for pakistan"", ""terror attack in pahalgam"", ""unsc on pahalgam"", ""imf"", ""pakistan imf loan"", ""s jaishankar"", ""fatf pakistan"", ""world bank"", ""tcd hindi""]",Diplomat,Geopolitics,Interview,14.47681304,232477.56,1325,98,1785,0,6,105,1,0,0,0,0,0,0,1,0,1,0,0
S6BwW-pRWWE,https://www.youtube.com/watch?v=S6BwW-pRWWE,India Ready to Strike. Pakistan Screams for Help | The Chanakya Dialogues Major Gaurav Arya,02-05-2025,1538122,95213,15000,"[""the chanakya dialogues"", ""major gaurav arya"", ""india pakistan war"", ""pahalgam terror attack"", ""pm modi"", ""rajnath singh"", ""s jaishankar"", ""indian army"", ""indian navy"", ""iaf"", ""india pakistan tension"", ""oic pakistan pahalgam attack"", ""us pahalgam attack"", ""donald trump"", ""pakistan stocks market crash"", ""bangladesh"", ""india strikes pakistan"", ""pakistan oic india pahalgam attack"", ""pak army"", ""india pakistan military conflict"", ""us supports india"", ""pakistan seeks help us"", ""jammu kashmir"", ""jammu terror attack"", ""tcd hindi""]",Diplomat,Geopolitics,Interview,14.2460734,184574.64,919,91,1925,0,4,107,1,0,0,0,0,0,0,1,0,1,0,0
KAlGIor-DNc,https://www.youtube.com/watch?v=KAlGIor-DNc,India Prepares Retaliation. How Will Pakistan Respond? The Chanakya Dialogues with Major Gaurav Arya,01-05-2025,1689099,86383,14000,"[""pakistan actors instagram ban"", ""india bans pakistani social media"", ""indian pakistan war"", ""pahalgam attack"", ""jammu and kashmir attack"", ""pahalgam terror attack"", ""india pakistan tensions"", ""asim munir"", ""pakistan army"", ""us pahalgam attack"", ""marco rubio"", ""hafiz saeed china pakistan relations"", ""hania amir"", ""asim malik"", ""pakistan nsa"", ""the chanakya dialogues"", ""major gaurav arya"", ""pakistan dg isi"", ""indian army"", ""indian pakistan conflict"", ""hania aamir instagram blocked in india"", ""mahira khan instagram""]",Diplomat,Geopolitics,Interview,14.3397064,202691.88,2450,100,1837,0,3,108,1,0,0,0,0,0,0,1,0,1,0,0
iZSrT0FJXdw,https://www.youtube.com/watch?v=iZSrT0FJXdw,PM Modi gives ‘free hand’ to armed forces to punish PAK | The Chanakya Dialogues Major Gaurav Arya |,30-04-2025,2923359,108764,13000,"[""The Chanakya Dialogues"", ""Major Gaurav Arya"", ""India Pakistan Conflict"", ""Pahalgam Attack"", ""Kashmir Terrorist Attack"", ""India Cabinet Security Meeting"", ""Pm Modi"", ""Rajnath Singh"", ""Admiral Dinesh K Tripathi"", ""General Upendra Dwivedi"", ""CDS Anil Chauhan"", ""NSA Ajit Doval"", ""Line of Control"", ""Indian Army"", ""Indian Army Chief"", ""Ataullah Tarar"", ""Asim Munir"", ""Pakistani Media"", ""Pakistan Ministers"", ""Pakistan Army"", ""India Pakistan Tension"", ""India Pakistan Border"", ""Indian Military Indian Army Weapons""]",Military_Veteran,Foreign_Policy,Interview,14.8882442,350803.08,886,100,2044,0,2,109,0,1,0,0,0,1,0,0,0,1,0,0
yG3AZ3n1NGk,https://www.youtube.com/watch?v=yG3AZ3n1NGk,Pakistan’s Endgame: India’s Ready for Action | Major Gaurav Arya | The Chanakya Dialogues |,29-04-2025,3068226,125558,12000,"[""The Chanakya Dialogues"", ""Major Gaurav Arya"", ""Pahalgam Attack"", ""India Pakistan Conflict"", ""India Pakistan Tension"", ""Shehbaz Sharif"", ""Line of Control"", ""Indian Army"", ""Pakistan Army"", ""Rajnath Singh"", ""PM Modi"", ""Islamic Terrorism"", ""Pahalgam Incident"", ""Army Chief Anil Chauhan"", ""Kashmir Attack"", ""NSA"", ""Afghan Taliban"", ""Durand Line"", ""Balochistan"", ""Indian Air force"", ""India Pakistan Border"", ""INS Vikrant"", ""Turkey"", ""Cabinet Meeting on Pahalgam Attack"", ""Amit Shah"", ""Ajit Doval"", ""Gaurav Arya new video"", ""erdogan""]",Diplomat,Geopolitics,Interview,14.93661043,368187.12,1532,91,2185,0,1,110,1,0,0,0,0,0,0,1,0,1,0,0
QUWneG3jF-o,https://www.youtube.com/watch?v=QUWneG3jF-o,"Pakistani Dreams Shattered, India's Fury Is Approaching! | The Chanakya Dialogues Major Gaurav Arya",28-04-2025,2071247,109690,15000,"[""Major Gaurav Arya"", ""The Chanakya Dialogues"", ""Pahalgam Attack"", ""Pahalgam Terror Attack"", ""India Pakistan Conflict"", ""Kashmir Attack"", ""All Eyes Attack on Pahalgam"", ""Mohsin Naqvi"", ""Nuclear Weapons"", ""PM Modi"", ""Shahid Afridi"", ""Indian Army"", ""Asim Munir"", ""INS Vikrant"", ""Pakistani Youtubers"", ""India Pakistan War"", ""Pakistan China Relation"", ""Pakistan Government"", ""Pakistan Army"", ""Line of Control"", ""Pakistan Navy"", ""Indian Navy"", ""BRAHMOS"", ""PoK"", ""Gilgit Baltistan"", ""Pinaka"", ""Nawaz Sharif"", ""Shehbaz Sharif"", ""loc kargil""]",Military_Veteran,Geopolitics,Interview,14.54366188,248549.64,1843,99,2112,0,0,111,0,1,0,0,0,0,0,1,0,1,0,0
Rm79yXU3p80,https://www.youtube.com/watch?v=Rm79yXU3p80,India Fights Back: No Mercy for Terror |  Major Gaurav Arya | The Chanakya Dialogues Hindi|,27-04-2025,2613980,133177,21000,"[""The Chanakya Dialogues"", ""Major Gaurav Arya"", ""TRF"", ""The Resistance Front"", ""Shehbaz Sharif"", ""Pakistan"", ""Pahalgam Terror Attack"", ""Pahalgam Terrorist Attack"", ""26/11 Attack"", ""India Pakistan Conflict"", ""Indian Army"", ""Pakistan Government"", ""India Pakistan Border"", ""POK"", ""Line of Control"", ""Kashmir Attack"", ""Hafiz Saeed"", ""Lashkar-e-Taiba"", ""Baloch Liberation Army"", ""BLA"", ""Balochistan"", ""Kashmir Issue"", ""Kashmir Dispute"", ""India Pakistan Tension"", ""Iran"", ""Hamas"", ""Hezbollah"", ""Israel Gaza War"", ""Pahalgam Tourist Attack"", ""Asim Munir""]",Military_Veteran,General,Interview,14.7763849,313677.6,1228,91,1853,0,6,112,0,1,0,0,0,0,1,0,0,1,0,0
4PBFbuLcRZI,https://www.youtube.com/watch?v=4PBFbuLcRZI,"India's Fury Unleashed on Pakistan, ready for war | The Chanakya Dialogues Major Gaurav Arya |",25-04-2025,3411619,177444,27000,"[""The Chanakya Dialogues"", ""Major Gaurav Arya"", ""Pahalgam Attack"", ""Pahalgam Terrorist Attack"", ""Pahalgam Terror Attack"", ""Pahalgam Tourist Attack"", ""INS Vikrant"", ""Indian Navy"", ""Indian Army"", ""Pakistan"", ""INS Arihant"", ""Nuclear Submarines"", ""Line of Control"", ""India Pakistan Tension"", ""India Pakistan Conflict"", ""India Pakistan"", ""Jaish-e-Mohammad"", ""Pakistani Media"", ""India vs Pakistan"", ""Rafale Jet"", ""Indian Air Force"", ""General Upendra Dwivedi"", ""Kashmir Attack"", ""Khwaja Asif"", ""Ishaq Dar"", ""Simla Agreement"", ""loc border""]",Military_Veteran,Geopolitics,Interview,15.04269781,409394.28,1647,94,1986,0,4,114,0,1,0,0,0,0,0,1,0,1,0,0
QW4JFO2WSmU,https://www.youtube.com/watch?v=QW4JFO2WSmU,Pahalgam Incident: India's response hits Pakistan hard | The Chanakya Dialogues Major Gaurav Arya |,24-04-2025,4053863,190031,30000,"[""The Chanakya Dialogues"", ""Major Gaurav Arya"", ""Pahalgam Attack"", ""Pahalgam Terror Attack"", ""Pahalgam Terrorist Attack"", ""Pahalgam"", ""Kashmir Attack"", ""Kashmir Terrorist Attack"", ""India Pakistan relations"", ""Vikram Misri"", ""PM Modi"", ""Indus Water Treaty"", ""India Pakistan Conflict"", ""India Pakistan Tension"", ""Wagha Border"", ""Pakistan Diplomats"", ""Indian Basin Treaty"", ""Simla Agreement"", ""Ishaq Dar"", ""Asim Munir"", ""Indian Army"", ""Pakistan Army Chief"", ""India Pakistan War"", ""pok"", ""line of control"", ""india pak water dispute""]",Military_Veteran,Geopolitics,Interview,15.21518106,486463.56,1796,99,2279,0,3,115,0,1,0,0,0,0,0,1,0,1,0,0
bmOeC2-d7SM,https://www.youtube.com/watch?v=bmOeC2-d7SM,Pahalgam Incident: Major Gaurav Arya's Special Appeal to PM Modi | The Chanakya Dialogues | Pakistan,23-04-2025,9433874,384805,79000,"[""the chanakya dialogues hindi"", ""major gaurav arya"", ""Pahalgam Incident"", ""Pahalgam Attack"", ""Pahalgam Terror Attack"", ""Pahalgam Terrorist Attack"", ""Pahalgam"", ""Kashmir Attack"", ""Kashmir Terrorist Attack"", ""Jammu and Kashmir"", ""PM Modi"", ""Home Minister Amit Shah"", ""NSA Ajit Doval"", ""NIA"", ""Indian Army"", ""Indian Navy"", ""IAF"", ""LOC"", ""LAC"", ""Asim Munir"", ""Pakistan on Pahalgam Attack"", ""Kashmir Tourist Attack"", ""Gaurav Arya on Pahalgam Attack"", ""Line of Control"", ""Pakistan Army"", ""PoK"", ""pahalgam attack update""]",Diplomat,Geopolitics,Interview,16.05981749,1132064.88,1270,100,2403,0,2,116,1,0,0,0,0,0,0,1,0,1,0,0
Ut5iNNKXnCk,https://www.youtube.com/watch?v=Ut5iNNKXnCk,Trump's Game-Changing Action: Putin Ready to End Conflict | The Chanakya Dialogues Major Gaurav Arya,22-04-2025,464059,22375,906,"[""The Chanakya Dialogues"", ""Major Gaurav Arya"", ""Russia Ukraine War"", ""President Putin"", ""Ukraine War"", ""Volodymyr Zelenskyy"", ""Russian President Putin"", ""SCO Summit"", ""Shanghai Cooperation"", ""Pm Modi"", ""Belt and Road Initiative"", ""Marco Rubio"", ""Donald Trump"", ""President Trump"", ""Trade War"", ""US China Tension"", ""US China Trade War"", ""Russia Ukraine Ceasefire"", ""China Stock Market"", ""Xi Jin Ping"", ""Trump Putin Talks"", ""Trump 2.0"", ""US Investment"", ""NATO"", ""US Mineral Deal"", ""Chinese Economy"", ""CPEC"", ""Russia China Relation""]",Diplomat,General,Interview,13.04776913,55687.08,1337,100,2168,0,1,117,1,0,0,0,0,0,1,0,0,1,0,0
